Sort1,Sort2,Sort3,ECDS_Group1,ECDS_Group2,ECDS_Group3,ECDS_Description,SNOMED_Code,SNOMED_Description
21,31,11,Fracture / dislocation,Dislocation,Cervical spine,Dislocation : cervical spine ,44264009,Traumatic dislocation of joint of cervical vertebra (disorder)
21,31,12,Fracture / dislocation,Dislocation,Thoracic spine,Dislocation : thoracic spine,129165008,Traumatic dislocation of joint of thoracic vertebra (disorder)
21,31,13,Fracture / dislocation,Dislocation,Lumbar spine,Dislocation : lumbar spine,129166009,Traumatic dislocation of joint of lumbar vertebra (disorder)
21,31,19,Fracture / dislocation,Dislocation,Sternoclavicular joint ,Dislocation : sternoclavicular joint,263009006,Dislocation of sternoclavicular joint (disorder)
21,31,21,Fracture / dislocation,Dislocation,Shoulder joint,Dislocation : shoulder joint,125615005,Traumatic dislocation of shoulder region (disorder)
21,31,23,Fracture / dislocation,Dislocation,Elbow joint,Dislocation : elbow joint,417558002,Dislocation of elbow joint (disorder)
21,31,31,Fracture / dislocation,Dislocation,Wrist,Dislocation : wrist,824071000000106,Traumatic Dislocation of intercarpal joint (disorder)
21,31,33,Fracture / dislocation,Dislocation,Hand,Dislocation : hand,281503004,Dislocation of carpometacarpal joint (disorder)
21,31,41,Fracture / dislocation,Dislocation,Thumb,Dislocation : thumb,125620005,Traumatic Dislocation of joint of thumb (disorder)
21,31,44,Fracture / dislocation,Dislocation,Finger,Dislocation : finger,125619004,Traumatic dislocation of joint of finger (disorder)
21,31,51,Fracture / dislocation,Dislocation,Hip (prosthetic joint),Dislocation : hip (prosthetic joint),314201008,Dislocation of hip joint prosthesis (disorder)
21,31,52,Fracture / dislocation,Dislocation,Hip (natural joint),Dislocation : hip (natural joint),125621009,Traumatic dislocation of hip joint (disorder)
21,31,55,Fracture / dislocation,Dislocation,Knee joint,Dislocation : knee joint,58320001,Traumatic dislocation of knee joint (disorder)
21,31,57,Fracture / dislocation,Dislocation,Patella,Dislocation : patella,263029007,Dislocation of patellofemoral joint (disorder)
21,31,61,Fracture / dislocation,Dislocation,Ankle joint,Dislocation : ankle joint,125622002,Traumatic dislocation of ankle joint (disorder)
21,31,65,Fracture / dislocation,Dislocation,Foot,Dislocation : foot,208986008,Dislocation or subluxation of foot (disorder)
21,31,71,Fracture / dislocation,Dislocation,Toe,Dislocation : toe,263030002,Dislocation of toe joint (disorder)
31,11,11,Trauma / FB,Head injury,Minor traumatic brain injury : no LOC,Minor traumatic brain injury : no LOC,127302008,Traumatic brain injury with no loss of consciousness (disorder)
31,11,13,Trauma / FB,Head injury,Minor traumatic brain injury : LOC less than 30s,Minor traumatic brain injury : LOC less than 30s,127299008,Traumatic brain injury with brief loss of consciousness (disorder)
31,11,15,Trauma / FB,Head injury,Minor traumatic brain injury : LOC more than 30s,Minor traumatic brain injury : LOC more than 30s,127300000,Traumatic brain injury with moderate loss of consciousness (disorder)
31,11,18,Trauma / FB,Head injury,Post concussion syndrome (more than 1 day post incident),Post concussion syndrome (more than 1 day post incident),40425004,Postconcussion syndrome (disorder)
31,11,21,Trauma / FB,Head injury,Subdural hematoma,Subdural hematoma,262952002,Traumatic intracranial subdural hematoma (disorder)
31,11,31,Trauma / FB,Head injury,Extradural haematoma,Extradural haematoma,262949005,Traumatic intracranial extradural hematoma (disorder)
31,11,41,Trauma / FB,Head injury,Traumatic subarachnoid haemorrhage,Traumatic subarachnoid haemorrhage,262955000,Traumatic intracranial subarachnoid hemorrhage (disorder)
31,11,45,Trauma / FB,Head injury,Traumatic intracerebral haemorrhage,Traumatic intracerebral haemorrhage,450418003,Cerebral hemorrhage following injury (disorder)
31,11,51,Trauma / FB,Head injury,Diffuse axonal injury ,Diffuse axonal injury ,262693007,Diffuse brain injury (disorder)
31,11,61,Trauma / FB,Head injury,Contusion of brain,Contusion of brain,34663006,Contusion of brain (disorder)
31,11,81,Trauma / FB,Head injury,Moderate traumatic brain injury (GCS less than 13),Moderate traumatic brain injury (GCS less than 13),314661000,Moderate head injury (disorder)
31,11,85,Trauma / FB,Head injury,Severe traumatic brain injury (GCS less than 9),Severe traumatic brain injury (GCS less than 9),314662007,Major head injury (disorder)
31,21,11,Trauma / FB,Dental injury,Fracture of tooth (simple),Fracture of tooth (simple),42744004,Broken tooth without complication (disorder)
31,21,21,Trauma / FB,Dental injury,Fracture of tooth (complex),Fracture of tooth (complex),58411009,Broken tooth with complication (disorder)
31,21,31,Trauma / FB,Dental injury,Loose tooth / teeth,Loose tooth / teeth,109678002,Extrusive luxation of tooth (disorder)
31,21,41,Trauma / FB,Dental injury,Tooth / teeth removed from socket,Tooth / teeth removed from socket,109671008,Complete avulsion of tooth (disorder)
31,31,11,Trauma / FB,Neck injury,Airway injury,Airway injury,125588009,Injury of larynx (disorder)
31,31,21,Trauma / FB,Neck injury,Vascular injury,Vascular injury,262937009,Injury to blood vessel of neck (disorder)
31,41,11,Trauma / FB,Thoracic injury,Traumatic pneumothorax,Traumatic pneumothorax,90070003,Traumatic pneumothorax (disorder)
31,41,21,Trauma / FB,Thoracic injury,Tension pneumothorax,Tension pneumothorax,233645004,Tension pneumothorax (disorder)
31,41,22,Trauma / FB,Thoracic injury,Flail chest,Flail chest,78011002,Flail chest (disorder)
31,41,23,Trauma / FB,Thoracic injury,Open chest wound,Open chest wound,127315004,Sucking chest wound (disorder)
31,41,31,Trauma / FB,Thoracic injury,Haemopneumothorax,Haemopneumothorax,42434002,Traumatic pneumohemothorax (disorder)
31,41,32,Trauma / FB,Thoracic injury,Massive haemothorax,Massive haemothorax,42458003,Traumatic hemothorax (disorder)
31,41,71,Trauma / FB,Thoracic injury,Lung contusion,Lung contusion,262784001,Contusion of lung (disorder)
31,41,81,Trauma / FB,Thoracic injury,Injury of heart,Injury of heart,86175003,Injury of heart (disorder)
31,41,82,Trauma / FB,Thoracic injury,Injury of thoracic aorta,Injury of thoracic aorta,59568004,Injury of thoracic aorta (disorder)
31,51,11,Trauma / FB,Abdominal injury,Injury of bowel,Injury of bowel,125625000,Injury of intestine (disorder)
31,51,21,Trauma / FB,Abdominal injury,Injury of spleen,Injury of spleen,23589004,Injury of spleen (disorder)
31,51,22,Trauma / FB,Abdominal injury,Injury of liver,Injury of liver,39400004,Injury of liver (disorder)
31,51,31,Trauma / FB,Abdominal injury,Injury of stomach,Injury of stomach,125626004,Injury of stomach (disorder)
31,51,35,Trauma / FB,Abdominal injury,Injury of pancreas,Injury of pancreas,61823004,Injury of pancreas (disorder)
31,51,41,Trauma / FB,Abdominal injury,Injury of abdominal aorta,Injury of abdominal aorta,10392004,Injury of abdominal aorta (disorder)
31,51,51,Trauma / FB,Abdominal injury,Injury of kidney,Injury of kidney,40095003,Injury of kidney (disorder)
31,51,61,Trauma / FB,Abdominal injury,Injury of bladder,Injury of bladder,77165001,Injury of bladder (disorder)
31,51,71,Trauma / FB,Abdominal injury,Abdominal trauma in pregnancy,Abdominal trauma in pregnancy,426997005,Traumatic injury during pregnancy (disorder)
31,61,11,Trauma / FB,Amputation / partial amputation,Ear,Amputation / partial amputation : ear,210305005,Traumatic amputation of ear (disorder)
31,61,13,Trauma / FB,Amputation / partial amputation,Nose,Amputation / partial amputation : nose,722704008,Traumatic amputation of nose (disorder)
31,61,15,Trauma / FB,Amputation / partial amputation,Tongue,Amputation / partial amputation : tongue,813131000000104,Traumatic amputation of tongue (disorder)
31,61,31,Trauma / FB,Amputation / partial amputation,Shoulder,Amputation / partial amputation : shoulder,210649003,"Traumatic amputation, through shoulder (disorder)"
31,61,33,Trauma / FB,Amputation / partial amputation,Upper arm,Amputation / partial amputation : upper arm,210650003,"Traumatic amputation, above elbow (disorder)"
31,61,35,Trauma / FB,Amputation / partial amputation,Forearm,Amputation / partial amputation : forearm,210642007,"Traumatic amputation, below elbow (disorder)"
31,61,37,Trauma / FB,Amputation / partial amputation,Hand,Amputation / partial amputation : hand,95856002,Traumatic amputation of hand (disorder)
31,61,39,Trauma / FB,Amputation / partial amputation,Thumb,Amputation / partial amputation : thumb,210611002,Traumatic amputation of thumb (disorder)
31,61,41,Trauma / FB,Amputation / partial amputation,Finger,Amputation / partial amputation : finger,95855003,Traumatic amputation of finger (disorder)
31,61,45,Trauma / FB,Amputation / partial amputation,Nail (fingernail / toenail),Nail avulsion,1097401000000107,Traumatic avulsion of nail (disorder)
31,61,51,Trauma / FB,Amputation / partial amputation,Genital,Amputation / partial amputation : genital,211548006,Traumatic amputation of external genital organs (disorder)
31,61,61,Trauma / FB,Amputation / partial amputation,Hip,Amputation / partial amputation : hip,210762009,"Traumatic amputation, through hip (disorder)"
31,61,63,Trauma / FB,Amputation / partial amputation,Femur,Amputation / partial amputation : femur,824061000000104,Traumatic amputation above knee (disorder)
31,61,65,Trauma / FB,Amputation / partial amputation,Tibia / fibula,Amputation / partial amputation : tibia/ fibula,812431000000103,Traumatic amputation below knee (disorder)
31,61,67,Trauma / FB,Amputation / partial amputation,Foot,Amputation / partial amputation : foot,95859009,Traumatic amputation of foot (disorder)
31,61,69,Trauma / FB,Amputation / partial amputation,Toe,Amputation / partial amputation : toe,95858001,Traumatic amputation of toe (disorder)
31,71,11,Trauma / FB,Foreign body,Under skin,Foreign body: under skin,93458008,Foreign body in skin (disorder)
31,71,12,Trauma / FB,Foreign body,In wound ,Foreign body : in wound ,213282006,Foreign body left in wound (disorder)
31,71,13,Trauma / FB,Foreign body,Ear canal,Foreign body : ear canal,75441006,Foreign body in ear (disorder)
31,71,15,Trauma / FB,Foreign body,Nose,Foreign body : nose,74699008,Foreign body in nose (disorder)
31,71,21,Trauma / FB,Foreign body,Respiratory tract,Foreign body : respiratory tract,262599003,Foreign body in respiratory tract (disorder)
31,71,31,Trauma / FB,Foreign body,Alimentary tract,Foreign body : alimentary tract,33334006,Foreign body in digestive tract (disorder)
31,71,41,Trauma / FB,Foreign body,Vulva / vagina,Foreign body : vulva / vagina,34124000,Foreign body in vagina (disorder)
31,71,42,Trauma / FB,Foreign body,Penis,Foreign body : penis,73830004,Foreign body in penis (disorder)
31,71,51,Trauma / FB,Foreign body,Rectum,Foreign body : rectum,70176004,Foreign body in rectum (disorder)
31,71,71,Trauma / FB,Foreign body,Ring too tight on digit / extremity,Ring too tight on digit / extremity,248406004,Ring tight on fingers (finding)
31,81,11,Trauma / FB,Complication of injury,Injury of blood vessel,Complication of soft tissue injury : vascular,57662003,Injury of blood vessel (disorder)
31,81,41,Trauma / FB,Complication of injury,Injury of nerve,Complication of soft tissue injury : neurological,57182000,Nerve injury (disorder)
31,81,42,Trauma / FB,Complication of injury,Spinal cord injury,Spinal cord injury,90584004,Spinal cord injury (disorder)
31,81,51,Trauma / FB,Complication of injury,Injury of tendon,Complication of soft tissue injury : tendon,240037007,Tendon injury (disorder)
31,81,61,Trauma / FB,Complication of injury,Rhabdomyolysis,Rhabdomyolysis,240131006,Rhabdomyolysis (disorder)
31,81,71,Trauma / FB,Complication of injury,Compartment syndrome,Complication of soft tissue injury : compartment syndrome,111245009,Compartment syndrome (disorder)
41,11,11,Medical,Cardiac,Acute coronary syndrome (ACS),Acute coronary syndrome (ACS),394659003,Acute coronary syndrome (disorder)
41,11,12,Medical,Cardiac,Myocardial infarction (STEMI),Myocardial infarction (STEMI),401303003,Acute ST segment elevation myocardial infarction (disorder)
41,11,13,Medical,Cardiac,Myocardial infarction (NSTEMI),Myocardial infarction (NSTEMI),401314000,Acute non-ST segment elevation myocardial infarction (disorder)
41,11,18,Medical,Cardiac,Angina (unstable),Angina (unstable),4557003,Preinfarction syndrome (disorder)
41,11,19,Medical,Cardiac,Angina (stable),Angina (stable),233819005,Stable angina (disorder)
41,11,21,Medical,Cardiac,Congestive cardiac failure,Congestive cardiac failure,42343007,Congestive heart failure (disorder)
41,11,23,Medical,Cardiac,Left ventricular failure,Left ventricular failure,85232009,Left heart failure (disorder)
41,11,27,Medical,Cardiac,Acute pulmonary oedema,Acute pulmonary oedema,40541001,Acute pulmonary edema (disorder)
41,11,29,Medical,Cardiac,Cardiogenic shock,Cardiogenic shock,89138009,Cardiogenic shock (disorder)
41,11,31,Medical,Cardiac,Postural hypotension,Postural hypotension,28651003,Orthostatic hypotension (disorder)
41,11,33,Medical,Cardiac,Vasovagal syncope,Vasovagal syncope,398665005,Vasovagal syncope (disorder)
41,11,37,Medical,Cardiac,Micturition syncope,Micturition syncope,234168001,Micturition syncope (disorder)
41,11,51,Medical,Cardiac,Hypertension,Hypertension,38341003,"Hypertensive disorder, systemic arterial (disorder)"
41,11,53,Medical,Cardiac,Pulmonary hypertension,Pulmonary hypertension,70995007,Pulmonary hypertension (disorder)
41,11,55,Medical,Cardiac,Malignant hypertension,Malignant hypertension,70272006,Malignant hypertension (disorder)
41,11,61,Medical,Cardiac,Heart valve disorder,Heart valve disorder,368009,Heart valve disorder (disorder)
41,11,81,Medical,Cardiac,Pericarditis,Pericarditis,3238004,Pericarditis (disorder)
41,11,82,Medical,Cardiac,Pericardial effusion,Pericardial effusion,373945007,Pericardial effusion (disorder)
41,11,83,Medical,Cardiac,Myocarditis,Myocarditis,50920009,Myocarditis (disorder)
41,11,85,Medical,Cardiac,Endocarditis,Endocarditis,56819008,Endocarditis (disorder)
41,11,88,Medical,Cardiac,Cardiomyopathy,Cardiomyopathy,85898001,Cardiomyopathy (disorder)
41,11,95,Medical,Cardiac,Postural orthostatic tachycardia syndrome,Postural orthostatic tachycardia syndrome,371073003,Postural orthostatic tachycardia syndrome (disorder)
41,13,11,Medical,Cardiac electrical,Atrial fibrillation / flutter,Atrial fibrillation / flutter,49436004,Atrial fibrillation (disorder)
41,13,15,Medical,Cardiac electrical,Supraventricular tachycardia,Supraventricular tachycardia,6456007,Supraventricular tachycardia (disorder)
41,13,19,Medical,Cardiac electrical,Multifocal atrial tachycardia,Multifocal atrial tachycardia,49982000,Multifocal atrial tachycardia (disorder)
41,13,31,Medical,Cardiac electrical,Ventricular tachycardia,Ventricular tachycardia,25569003,Ventricular tachycardia (disorder)
41,13,39,Medical,Cardiac electrical,Ventricular extrasystole,Ventricular extrasystole,29717002,Premature beats (disorder)
41,13,51,Medical,Cardiac electrical,Heart block : first degree,Heart block : first degree,270492004,First degree atrioventricular block (disorder)
41,13,53,Medical,Cardiac electrical,Heart block : second degree : Mobitz type I,Heart block : second degree : Mobitz type I,54016002,Mobitz type I incomplete atrioventricular block (disorder)
41,13,54,Medical,Cardiac electrical,Heart block : second degree : Mobitz type II,Heart block : second degree : Mobitz type II,28189009,Mobitz type II atrioventricular block (disorder)
41,13,55,Medical,Cardiac electrical,Heart block : third degree (complete),Heart block : third degree (complete),27885002,Complete atrioventricular block (disorder)
41,13,57,Medical,Cardiac electrical,Right bundle branch block,Right bundle branch block,59118001,Right bundle branch block (disorder)
41,13,58,Medical,Cardiac electrical,Left bundle branch block,Left bundle branch block,63467002,Left bundle branch block (disorder)
41,13,61,Medical,Cardiac electrical,Bifasicular block,Bifasicular block,74021003,Bifascicular block (disorder)
41,13,62,Medical,Cardiac electrical,Trifasicular block,Trifasicular block,86014007,Trifascicular block (disorder)
41,13,65,Medical,Cardiac electrical,Conduction disorder / heart block,Conduction disorder / heart block,418341009,Atrioventricular conduction disorder (disorder)
41,13,67,Medical,Cardiac electrical,Sinus node dysfunction,Sinus node dysfunction,36083008,Sick sinus syndrome (disorder)
41,13,69,Medical,Cardiac electrical,Bradycardia,Bradycardia,48867003,Bradycardia (finding)
41,13,71,Medical,Cardiac electrical,Pre:excitation (WPW / LGL) ,Pre:excitation (WPW / LGL) ,195060002,Ventricular pre-excitation (disorder)
41,13,73,Medical,Cardiac electrical,Brugada syndrome,Brugada syndrome,418818005,Brugada syndrome (disorder)
41,13,75,Medical,Cardiac electrical,Long QT syndrome,Long QT syndrome,9651007,Long QT syndrome (disorder)
41,13,79,Medical,Cardiac electrical,Arrhythmia : other,Arrhythmia : other,44808001,Conduction disorder of the heart (disorder)
41,13,91,Medical,Cardiac electrical,Mechanical complication of cardiac electronic device,Mechanical complication of cardiac electronic device,271966006,Disorder of cardiovascular prostheses and implants (disorder)
41,13,95,Medical,Cardiac electrical,Discharge of implantable cardiac defibrillator,Discharge of implantable cardiac defibrillator,431415002,Management of internal defibrillation (procedure)
41,13,99,Medical,Cardiac electrical,Cardiac arrest,Cardiac arrest,410429000,Cardiac arrest (disorder)
41,21,11,Medical,Gastroenterology,Gastro:oesophageal reflux,Gastro:oesophageal reflux,235595009,Gastroesophageal reflux disease (disorder)
41,21,12,Medical,Gastroenterology,Gastritis,Gastritis,4556007,Gastritis (disorder)
41,21,15,Medical,Gastroenterology,Gastroduodenal ulcer,Gastroduodenal ulcer,13200003,Peptic ulcer (disorder)
41,21,17,Medical,Gastroenterology,Constipation,Constipation,14760008,Constipation (finding)
41,21,19,Medical,Gastroenterology,Complication of gastrostomy (PEG tube),Complication of gastrostomy (PEG tube),309773000,Complication of gastrostomy (disorder)
41,21,21,Medical,Gastroenterology,Upper gastrointestinal hemorrhage,Upper gastrointestinal hemorrhage,37372002,Upper gastrointestinal hemorrhage (disorder)
41,21,22,Medical,Gastroenterology,Lower gastrointestinal hemorrhage,Lower gastrointestinal hemorrhage,87763006,Lower gastrointestinal hemorrhage (disorder)
41,21,41,Medical,Gastroenterology,Oesophageal spasm ,Oesophageal spasm ,79962008,Diffuse spasm of esophagus (disorder)
41,21,42,Medical,Gastroenterology,Oesophageal stricture,Oesophageal stricture,63305008,Stricture of esophagus (disorder)
41,21,44,Medical,Gastroenterology,Ingestion of corrosive acid / alkali,Ingestion of corrosive acid / alkali,418409002,"Poisoning of undetermined intent caused by corrosive, acid or caustic alkali (disorder)"
41,21,47,Medical,Gastroenterology,Oesophageal perforation,Oesophageal perforation,23387001,Perforation of esophagus (disorder)
41,21,49,Medical,Gastroenterology,Oesophageal varices with bleeding,Oesophageal varices with bleeding,17709002,Bleeding esophageal varices (disorder)
41,21,61,Medical,Gastroenterology,Hepatitis,Hepatitis,128241005,Inflammatory disease of liver (disorder)
41,21,63,Medical,Gastroenterology,Chronic liver disease,Chronic liver disease,328383001,Chronic liver disease (disorder)
41,21,66,Medical,Gastroenterology,Ascites,Ascites,389026000,Ascites (disorder)
41,21,68,Medical,Gastroenterology,Hepatic failure or coma,Hepatic failure or coma,59927004,Hepatic failure (disorder)
41,21,81,Medical,Gastroenterology,Crohns disease,Crohns disease,34000006,Crohn's disease (disorder)
41,21,85,Medical,Gastroenterology,Ulcerative colitis,Ulcerative colitis,64766004,Ulcerative colitis (disorder)
41,21,91,Medical,Gastroenterology,Irritable bowel syndrome,Irritable bowel syndrome,10743008,Irritable bowel syndrome (disorder)
41,21,93,Medical,Gastroenterology,Sphincter of Oddi dysfunction,Sphincter of Oddi dysfunction,430887001,Dysfunction of sphincter of Oddi (disorder)
41,21,95,Medical,Gastroenterology,Cyclical vomiting syndrome ,Cyclical vomiting syndrome ,18773000,Cyclical vomiting syndrome (disorder)
41,31,11,Medical,Neuro : central,Migraine,Migraine,37796009,Migraine (disorder)
41,31,12,Medical,Neuro : central,Tension headache,Tension headache,398057008,Tension-type headache (disorder)
41,31,25,Medical,Neuro : central,Cluster headache,Cluster headache,193031009,Cluster headache syndrome (disorder)
41,31,51,Medical,Neuro : central,Guillain-Barre syndrome,Guillain-Barre syndrome,40956001,Guillain-BarrÚ syndrome (disorder)
41,31,61,Medical,Neuro : central,Parkinson's disease,Parkinson's disease,32798002,Parkinsonism (disorder)
41,31,67,Medical,Neuro : central,Dystonic reaction,Dystonic reaction,230316009,Drug-induced acute dystonia (disorder)
41,31,71,Medical,Neuro : central,Multiple sclerosis,Multiple sclerosis,24700007,Multiple sclerosis (disorder)
41,31,81,Medical,Neuro : central,Intracranial space occupying lesion,Intracranial space occupying lesion,254935002,Intracranial tumor (disorder)
41,31,91,Medical,Neuro : central,Ventriculoperitoneal shunt : complication,Ventriculoperitoneal shunt : complication,371077002,Ventriculoperitoneal shunt malfunction (disorder)
41,31,95,Medical,Neuro : central,Postviral fatigue syndrome,Postviral fatigue syndrome,51771007,postviral fatigue syndrome (disorder)
41,31,99,Medical,Neuro : central,Other nervous system disorder (see free text),Other nervous system disorder (see free text),118940003,Disorder of nervous system (disorder)
41,33,11,Medical,Neuro : vascular,Stroke,Stroke,230690007,Cerebrovascular accident (disorder)
41,33,31,Medical,Neuro : vascular,Transient ischaemic attack,Transient ischaemic attack,266257000,Transient ischemic attack (disorder)
41,33,41,Medical,Neuro : vascular,Subarachnoid haemorrhage,Subarachnoid haemorrhage,21454007,Subarachnoid intracranial hemorrhage (disorder)
41,33,51,Medical,Neuro : vascular,Intracerebral haemorrhage,Intracerebral haemorrhage,274100004,Cerebral hemorrhage (disorder)
41,35,11,Medical,Neuro : seizure,Epilepsy : generalised,Epilepsy : generalised,352818000,Tonic-clonic epilepsy (disorder)
41,35,15,Medical,Neuro : seizure,Status epilepticus,Status epilepticus,230456007,Status epilepticus (disorder)
41,35,31,Medical,Neuro : seizure,Epilepsy : absence,Epilepsy : absence,79631006,Absence seizure (disorder)
41,35,51,Medical,Neuro : seizure,Epilepsy : focal,Epilepsy : focal,29753000,Partial seizure (disorder)
41,35,81,Medical,Neuro : seizure,Pseudoseizure,Pseudoseizure,191714002,Dissociative convulsions (disorder)
41,39,21,Medical,Neuro : peripheral,Carpal tunnel syndrome,Carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder)
41,39,49,Medical,Neuro : peripheral,Meralgia parasthetica,Meralgia parasthetica,85007004,Meralgia paresthetica (disorder)
41,39,81,Medical,Neuro : peripheral,Horner's syndrome,Horner's syndrome,12731000,Cervical sympathetic dystrophy (disorder)
41,40,11,Medical,Neurology CN,Disorder of olfactory (I) nerve,Disorder of olfactory (I) nerve,68982002,Disorder of olfactory nerve (disorder)
41,40,15,Medical,Neurology CN,Disorder of optic (II) nerve,Disorder of optic (II) nerve,77157004,Disorder of optic nerve (disorder)
41,40,21,Medical,Neurology CN,Disorder of ophthalmic (III) nerve,Disorder of ophthalmic (III) nerve,60750009,Third cranial nerve disease (disorder)
41,40,25,Medical,Neurology CN,Disorder of trochlear (IV) nerve,Disorder of trochlear (IV) nerve,20610004,Fourth nerve palsy (disorder)
41,40,31,Medical,Neurology CN,Disorder of trigeminal (V) nerve,Disorder of trigeminal (V) nerve,64309007,Trigeminal nerve disorder (disorder)
41,40,33,Medical,Neurology CN,Trigeminal (V) neuralgia,Trigeminal (V) neuralgia,31681005,Trigeminal neuralgia (disorder)
41,40,38,Medical,Neurology CN,Disorder of abducens (VI) nerve,Disorder of abducens (VI) nerve,398925009,Abducens nerve disorder (disorder)
41,40,42,Medical,Neurology CN,Disorder of facial (VII) nerve,Disorder of facial (VII) nerve,422426003,Facial nerve disorder (disorder)
41,40,45,Medical,Neurology CN,Bell palsy,Bell palsy,193093009,Bell's palsy (disorder)
41,40,51,Medical,Neurology CN,Disorder of accoustic (VIII) nerve,Disorder of accoustic (VIII) nerve,77949003,Disorder of acoustic nerve (disorder)
41,40,65,Medical,Neurology CN,Disorder of glossopharyngeal (IX) nerve,Disorder of glossopharyngeal (IX) nerve,80962007,Disorder of glossopharyngeal nerve (disorder)
41,40,71,Medical,Neurology CN,Disorder of vagus (X) nerve,Disorder of vagus (X) nerve,73765005,Disorder of vagus nerve (disorder)
41,40,81,Medical,Neurology CN,Disorder of accessory (XI) nerve,Disorder of accessory (XI) nerve,84759007,Disorder of accessory nerve (disorder)
41,40,85,Medical,Neurology CN,Disorder of hypoglossal (XII) nerve,Disorder of hypoglossal (XII) nerve,24777009,Disorder of hypoglossal nerve (disorder)
41,41,11,Medical,Respiratory,Asthma,Asthma,195967001,Asthma (disorder)
41,41,15,Medical,Respiratory,Chronic obstructive pulmonary disease,Chronic obstructive pulmonary disease,13645005,Chronic obstructive lung disease (disorder)
41,41,21,Medical,Respiratory,Pulmonary embolism,Pulmonary embolism,59282003,Pulmonary embolism (disorder)
41,41,31,Medical,Respiratory,Spontaneous pneumothorax,Spontaneous pneumothorax,80423007,Spontaneous pneumothorax (disorder)
41,41,35,Medical,Respiratory,Aspiration pneumonia,Aspiration pneumonia,422588002,Aspiration pneumonia (disorder)
41,41,37,Medical,Respiratory,Pleural effusion,Pleural effusion,60046008,Pleural effusion (disorder)
41,41,39,Medical,Respiratory,Empyema,Empyema,58554001,Empyema of pleura (disorder)
41,41,41,Medical,Respiratory,Respiratory failure without hypercapnia,Respiratory failure without hypercapnia,233765002,Respiratory failure without hypercapnia (disorder)
41,41,43,Medical,Respiratory,Respiratory failure with hypercapnia,Respiratory failure with hypercapnia,709109004,Hypercapnic respiratory failure (disorder)
41,41,49,Medical,Respiratory,Respiratory arrest,Respiratory arrest,87317003,Respiratory arrest (disorder)
41,41,75,Medical,Respiratory,Cystic fibrosis,Cystic fibrosis,190905008,Cystic fibrosis (disorder)
41,41,89,Medical,Respiratory,Haemoptysis,Haemoptysis,66857006,Hemoptysis (finding)
41,51,11,Medical,Haem / oncology,Anaemia,Anaemia,271737000,Anemia (disorder)
41,51,13,Medical,Haem / oncology,Anaemia : iron deficiency,Anaemia : iron deficiency,87522002,Iron deficiency anemia (disorder)
41,51,15,Medical,Haem / oncology,Idiopathic thrombocytopenic purpura,Idiopathic thrombocytopenic purpura,32273002,Idiopathic thrombocytopenic purpura (disorder)
41,51,21,Medical,Haem / oncology,Neutropenic sepsis,Neutropenic sepsis,443980004,Neutropenic sepsis (disorder)
41,51,22,Medical,Haem / oncology,Neutropenia,Neutropenia,165517008,Neutropenia (finding)
41,51,31,Medical,Haem / oncology,Haemophilia,Haemophilia,90935002,Hemophilia (disorder)
41,51,35,Medical,Haem / oncology,Bleeding / bruising tendency / coagulation defect,Bleeding / bruising tendency / coagulation defect,64779008,Blood coagulation disorder (disorder)
41,51,41,Medical,Haem / oncology,Thrombocytopenia,Thrombocytopenia,302215000,Thrombocytopenic disorder (disorder)
41,51,51,Medical,Haem / oncology,Sickle cell anaemia,Sickle cell anaemia,127040003,Sickle cell-hemoglobin SS disease (disorder)
41,51,52,Medical,Haem / oncology,Sickle cell crisis,Sickle cell crisis,417425009,Hemoglobin SS disease with crisis (disorder)
41,51,55,Medical,Haem / oncology,Thalassaemia,Thalassaemia,40108008,Thalassemia (disorder)
41,51,61,Medical,Haem / oncology,Haemangioma / lymphangioma,Haemangioma / lymphangioma,56975005,Strawberry nevus of skin (disorder)
41,51,81,Medical,Haem / oncology,Malignant tumour,Malignant tumour,372087000,Primary malignant neoplasm (disorder)
41,51,82,Medical,Haem / oncology,Myeloid leukaemia,Myeloid leukaemia,188732008,Myeloid leukemia (disorder)
41,51,83,Medical,Haem / oncology,Multiple myeloma,Multiple myeloma,109989006,Multiple myeloma (disorder)
41,51,84,Medical,Haem / oncology,Lymphoid leukaemia,Lymphoid leukaemia,188725004,Lymphoid leukemia (disorder)
41,51,85,Medical,Haem / oncology,Lymphoma ,Lymphoma ,118601006,Non-Hodgkin's lymphoma (disorder)
41,51,86,Medical,Haem / oncology,Hodgkin's disease,Hodgkin's disease,118599009,Hodgkin's disease (disorder)
41,51,99,Medical,Haem / oncology,Haematological condition not listed above,Haematological condition not listed above,414022008,Disorder of cellular component of blood (disorder)
41,61,11,Medical,Endocrine / metabolic,Type 1 diabetes mellitus,Type 1 diabetes mellitus,46635009,Diabetes mellitus type 1 (disorder)
41,61,15,Medical,Endocrine / metabolic,Diabetic ketoacidosis,Diabetic ketoacidosis,420422005,Ketoacidosis in diabetes mellitus (disorder)
41,61,21,Medical,Endocrine / metabolic,Type 2 diabetes mellitus,Type 2 diabetes mellitus,44054006,Diabetes mellitus type 2 (disorder)
41,61,25,Medical,Endocrine / metabolic,Hyperosmolar hyperglycaemic state (HHS),Hyperosmolar hyperglycaemic state (HHS),310505005,Diabetic hyperosmolar non-ketotic state (disorder)
